Ride_ID,Trip_Distance_km,Est_Duration_min,Time_of_Day,Traffic_Level,Weather_Condition,Demand_Level,Vehicle_Type,Pickup_Location_Type,Dropoff_Location_Type,Is_Holiday,Passenger_Count,Booking_Lead_Time_min,Route_Complexity_Score,Nearby_Major_Event,Toll_Fees,Surge_Multiplier,Fuel_Price_Index,Final_Ride_Price
RIDE_001000,6.14,23.7,10:04,Medium,Rain,High,SUV,Airport,City_Center,False,2,41,10,False,6.15,2.53,1.039,103.07
RIDE_001001,8.75,41.7,12:04,High,Snow,High,Premium,Transport_Hub,Suburb,False,1,4,5,False,0.0,2.02,0.949,78.55
RIDE_001002,7.65,44.0,04:10,High,Rain,Low,Premium,Suburb,City_Center,False,2,18,6,False,1.11,1.24,1.145,59.04
RIDE_001003,8.46,35.6,11:18,Medium,Clear,Low,SUV,Airport,Transport_Hub,False,4,12,6,False,6.25,1.0,1.117,54.44
RIDE_001004,15.9,74.8,07:28,High,Rain,High,Economy,City_Center,City_Center,False,2,20,10,False,5.9,3.0,1.198,253.92
RIDE_001005,7.51,23.6,12:16,Low,Clear,High,SUV,Airport,Suburb,False,1,4,5,False,6.83,1.89,1.188,94.07
RIDE_001006,10.72,56.1,08:47,High,Clear,Normal,Economy,City_Center,Airport,True,2,2,10,False,5.74,1.16,1.017,62.96
RIDE_001007,6.41,33.3,18:47,High,Snow,High,SUV,City_Center,Suburb,False,3,30,10,False,0.0,2.3,1.094,83.7
RIDE_001008,3.22,18.0,09:39,High,Rain,High,Economy,City_Center,Transport_Hub,False,3,32,8,False,1.93,2.44,1.066,50.1
RIDE_001009,3.69,17.5,15:23,High,Snow,High,Economy,City_Center,Transport_Hub,True,3,18,10,False,0.0,2.77,1.237,60.94
RIDE_001010,11.11,34.3,02:07,Low,Clear,High,Premium,Suburb,Transport_Hub,False,1,7,6,True,6.78,2.06,1.245,122.07
RIDE_001011,7.54,23.5,11:59,Low,Clear,High,Economy,Suburb,Suburb,False,2,21,5,False,0.0,2.12,1.246,70.16
RIDE_001012,19.47,98.2,08:34,High,Rain,Normal,Economy,City_Center,Transport_Hub,False,1,0,6,False,2.12,1.18,0.908,89.92
RIDE_001013,2.28,9.0,20:23,Medium,Clear,Normal,Economy,City_Center,Airport,False,2,20,6,True,3.15,1.88,1.248,34.18
RIDE_001014,11.67,38.4,06:12,Low,Clear,High,Economy,Suburb,Suburb,False,1,46,7,False,4.78,1.6,0.908,65.35
RIDE_001015,10.53,37.3,06:28,Low,Clear,Normal,Economy,Suburb,Transport_Hub,False,4,29,2,False,4.49,1.39,1.124,66.3
RIDE_001016,4.21,19.2,08:34,High,Clear,High,Premium,Transport_Hub,Airport,False,1,3,1,False,0.0,1.72,0.866,34.13
RIDE_001017,3.52,16.3,07:52,High,Snow,Normal,Premium,Airport,Transport_Hub,False,2,3,3,False,3.46,1.62,1.056,49.42
RIDE_001018,6.86,19.2,01:06,Low,Clear,High,Economy,Suburb,Airport,True,6,17,2,False,0.0,1.74,0.953,38.79
RIDE_001019,9.53,50.0,03:19,High,Rain,Normal,Economy,City_Center,Suburb,False,1,57,7,False,0.0,1.64,1.222,85.76
RIDE_001020,2.58,12.6,13:44,High,Rain,Normal,Economy,Suburb,Airport,False,2,17,4,False,0.0,1.53,1.048,21.92
RIDE_001021,7.02,33.2,04:13,High,Rain,Low,Economy,Suburb,City_Center,False,4,3,9,False,0.0,1.1,1.057,35.61
RIDE_001022,9.26,26.7,02:41,Low,Clear,Normal,Premium,City_Center,Suburb,False,1,47,9,False,0.0,1.19,0.991,40.38
RIDE_001023,7.47,26.1,11:26,Low,Clear,Low,SUV,City_Center,Transport_Hub,False,2,1,6,False,0.0,1.0,0.861,26.91
RIDE_001024,12.13,39.3,05:56,Low,Clear,Normal,Premium,City_Center,Suburb,False,1,1,6,False,7.64,1.0,1.156,60.67
RIDE_001025,11.92,58.0,21:07,High,Clear,Normal,Premium,Airport,Suburb,False,1,34,2,False,5.35,1.03,1.198,79.26
RIDE_001026,2.61,13.7,22:07,High,Rain,Low,Economy,Suburb,Transport_Hub,False,1,5,5,False,0.0,1.25,1.222,21.79
RIDE_001027,13.87,45.3,06:14,Low,Fog,Normal,Economy,City_Center,Suburb,False,3,20,8,True,6.86,1.31,1.122,79.1
RIDE_001028,3.28,16.7,09:54,High,Clear,High,Premium,Transport_Hub,Transport_Hub,False,1,19,7,False,0.0,2.04,0.885,36.6
RIDE_001029,9.6,42.4,12:52,Medium,Clear,High,SUV,City_Center,City_Center,False,1,7,6,False,0.0,1.81,1.211,93.38
RIDE_001030,4.44,13.8,13:14,Low,Clear,Normal,Economy,Suburb,Suburb,False,3,64,6,False,0.0,1.31,0.984,21.99
RIDE_001031,4.65,21.3,06:05,High,Clear,Normal,SUV,Suburb,Suburb,True,1,36,3,True,0.0,2.06,1.146,58.13
RIDE_001032,6.46,22.6,06:12,Low,Clear,Low,Economy,Suburb,City_Center,False,2,2,10,False,0.0,1.0,0.976,23.9
RIDE_001033,13.41,75.7,01:16,High,Clear,Normal,Economy,Suburb,Suburb,False,1,9,3,False,4.2,1.37,1.22,109.75
RIDE_001034,3.54,13.8,22:01,Medium,Clear,Low,Premium,Suburb,Suburb,False,2,12,3,False,0.0,1.0,1.036,19.9
RIDE_001035,10.15,50.3,03:26,High,Snow,Low,Premium,Airport,Suburb,False,4,19,1,False,2.92,1.12,1.189,73.64
RIDE_001036,4.49,25.2,18:44,High,Rain,Normal,Economy,Suburb,City_Center,False,3,10,7,False,0.0,1.41,1.127,36.29
RIDE_001037,2.25,9.7,21:12,Medium,Fog,Low,Premium,Suburb,Airport,False,1,11,3,False,0.0,1.0,1.092,16.63
RIDE_001038,9.27,54.1,17:18,High,Snow,High,Economy,Suburb,City_Center,False,2,50,8,False,0.0,2.78,1.237,152.87
RIDE_001039,2.31,7.8,20:19,Low,Clear,Normal,SUV,Airport,Suburb,False,2,9,1,False,2.01,1.12,1.148,27.48
RIDE_001040,15.27,58.6,00:25,Medium,Clear,High,SUV,Airport,Suburb,False,2,51,5,True,6.28,1.93,1.219,165.83
RIDE_001041,4.68,25.1,07:38,High,Rain,High,SUV,City_Center,Airport,True,1,10,9,False,0.0,2.84,0.961,72.52
RIDE_001042,5.71,28.3,19:19,High,Rain,Normal,Premium,Transport_Hub,City_Center,False,1,21,9,False,1.88,1.72,1.159,62.98
RIDE_001043,9.15,51.3,08:21,High,Clear,High,Economy,City_Center,Suburb,False,3,14,10,True,0.0,3.0,1.079,138.79
RIDE_001044,10.8,61.9,07:52,High,Rain,High,Economy,City_Center,Airport,True,1,8,8,False,7.61,2.36,1.161,159.63
RIDE_001045,4.03,17.0,20:29,Medium,Clear,Normal,SUV,Suburb,Transport_Hub,False,2,0,2,False,0.0,1.37,0.998,29.46
RIDE_001046,5.08,14.9,21:40,Low,Clear,Normal,SUV,Airport,Airport,False,1,34,6,False,4.76,1.13,0.877,31.54
RIDE_001047,2.14,9.1,20:11,Medium,Rain,Normal,Economy,City_Center,Transport_Hub,False,4,32,10,False,0.0,1.7,1.124,21.52
RIDE_001048,7.02,27.7,10:38,Medium,Clear,Normal,Premium,City_Center,Suburb,False,4,11,10,False,0.0,1.15,1.08,38.97
RIDE_001049,5.36,25.6,07:37,High,Clear,High,Premium,City_Center,Airport,False,1,70,7,False,0.0,2.13,0.983,58.29
RIDE_001050,6.55,29.1,23:13,Medium,Clear,Low,Economy,City_Center,Suburb,False,2,13,9,False,2.3,1.0,1.041,31.41
RIDE_001051,5.89,28.4,00:24,High,Clear,Normal,SUV,City_Center,Suburb,False,2,134,10,False,0.0,1.25,1.248,46.85
RIDE_001052,1.87,7.2,11:54,Medium,Rain,Normal,Economy,Suburb,Suburb,False,3,12,7,False,2.5,1.77,1.155,25.36
RIDE_001053,9.44,27.5,06:35,Low,Clear,High,Economy,City_Center,Airport,False,1,34,7,False,0.0,2.2,1.156,79.88
RIDE_001054,6.37,22.5,14:14,Low,Clear,Normal,Economy,Transport_Hub,Transport_Hub,False,2,18,1,False,1.77,1.14,0.85,25.27
RIDE_001055,7.06,26.8,04:59,Medium,Clear,Normal,Accessible,Airport,Suburb,False,1,34,2,False,6.16,1.4,1.109,60.78
RIDE_001056,7.16,26.3,13:55,Medium,Clear,Normal,SUV,City_Center,Transport_Hub,False,2,2,8,False,0.0,1.14,1.244,43.81
RIDE_001057,6.86,30.4,15:17,Medium,Clear,Normal,Economy,City_Center,Transport_Hub,False,1,14,8,False,0.0,1.46,0.984,41.65
RIDE_001058,4.51,26.6,22:51,High,Rain,Low,Economy,Suburb,Airport,False,1,27,5,False,0.0,1.16,0.909,24.85
RIDE_001059,6.25,17.2,06:16,Low,Clear,Low,Economy,Suburb,Airport,False,1,3,3,False,1.82,1.0,0.917,21.36
RIDE_001060,8.92,45.4,14:26,High,Snow,Normal,Accessible,City_Center,Transport_Hub,False,2,21,7,False,0.0,1.35,1.167,63.14
RIDE_001061,5.17,21.4,20:12,Medium,Clear,Normal,Economy,Suburb,Transport_Hub,False,1,39,4,False,0.0,1.12,0.921,22.65
RIDE_001062,7.45,39.6,06:12,High,Clear,High,Economy,Suburb,City_Center,False,2,27,8,False,0.0,2.33,1.088,87.4
RIDE_001063,6.03,32.9,09:18,High,Clear,High,Economy,Suburb,Suburb,False,2,13,2,False,0.0,2.14,0.983,60.99
RIDE_001064,9.2,49.0,22:32,High,Clear,Low,Premium,Suburb,Transport_Hub,False,1,4,3,False,0.0,1.0,0.902,40.86
RIDE_001065,8.83,38.0,16:32,Medium,Clear,Normal,Economy,City_Center,Airport,False,1,23,9,False,0.0,1.03,1.136,41.82
RIDE_001066,3.2,14.4,10:42,Medium,Clear,High,SUV,Suburb,City_Center,True,2,8,8,False,0.0,2.15,1.076,43.95
RIDE_001067,3.75,13.7,01:35,Medium,Clear,Normal,SUV,Suburb,Transport_Hub,False,4,63,7,False,0.0,1.32,0.95,24.42
RIDE_001068,5.3,27.5,04:40,High,Clear,Normal,Economy,Airport,Airport,False,5,5,5,False,3.18,1.3,1.152,49.99
RIDE_001069,8.84,50.9,22:38,High,Snow,Normal,Premium,Suburb,Airport,True,2,14,1,False,0.0,1.81,1.17,96.8
RIDE_001070,7.69,23.2,00:59,Low,Clear,Normal,SUV,Airport,Airport,False,2,12,5,False,2.87,1.44,0.863,47.23
RIDE_001071,9.23,26.9,10:56,Low,Fog,Low,Economy,City_Center,Airport,False,1,5,9,False,0.0,1.0,1.079,33.23
RIDE_001072,11.46,65.2,14:51,High,Rain,High,Economy,Transport_Hub,City_Center,False,3,45,10,True,5.81,2.88,1.016,172.93
RIDE_001073,9.47,44.9,22:06,High,Fog,Normal,Economy,City_Center,Airport,False,1,7,10,True,0.0,1.95,0.901,70.55
RIDE_001074,2.88,11.8,01:06,Medium,Snow,Low,Economy,City_Center,Transport_Hub,False,2,19,6,False,2.53,1.19,1.09,21.08
RIDE_001075,8.25,23.9,23:33,Low,Clear,High,Premium,Transport_Hub,Suburb,True,1,25,4,False,0.0,1.59,0.873,43.48
RIDE_001076,6.75,34.2,20:08,High,Rain,Normal,Accessible,Airport,Airport,False,1,2,3,False,6.33,1.59,1.082,73.21
RIDE_001077,10.31,59.8,13:14,High,Snow,High,SUV,City_Center,Airport,False,1,29,6,False,6.85,2.29,0.885,120.01
RIDE_001078,3.88,12.7,11:26,Low,Clear,Low,Economy,City_Center,Suburb,False,1,5,7,False,0.0,1.0,1.054,16.52
RIDE_001079,8.46,35.6,10:21,Medium,Snow,High,SUV,City_Center,Airport,False,3,29,8,True,0.0,3.0,1.089,122.48
RIDE_001080,1.89,8.6,09:56,High,Clear,High,Premium,Suburb,Transport_Hub,False,2,15,4,False,0.0,2.39,1.047,35.37
RIDE_001081,10.94,30.3,02:09,Low,Clear,Normal,Economy,City_Center,Suburb,False,1,17,9,False,6.25,1.14,0.989,46.58
RIDE_001082,4.8,14.9,00:01,Low,Clear,Normal,Economy,Suburb,City_Center,True,1,30,6,False,2.94,1.1,0.912,21.16
RIDE_001083,3.61,14.0,15:17,Medium,Fog,Normal,Economy,City_Center,City_Center,False,1,14,9,False,2.12,1.18,0.85,18.09
RIDE_001084,7.21,21.5,23:06,Low,Clear,Normal,Economy,City_Center,City_Center,False,2,27,8,False,0.0,1.34,1.015,34.09
RIDE_001085,11.99,63.9,20:12,High,Clear,High,Premium,City_Center,City_Center,False,2,18,8,True,2.96,2.15,1.075,138.43
RIDE_001086,4.18,11.8,10:07,Low,Clear,Normal,Economy,City_Center,Suburb,False,1,31,10,False,1.13,1.03,1.148,19.86
RIDE_001087,3.25,9.2,15:04,Low,Clear,Low,Economy,Suburb,City_Center,False,2,57,6,False,3.05,1.0,1.075,17.23
RIDE_001088,3.05,14.0,08:11,High,Snow,High,Economy,City_Center,Transport_Hub,True,2,26,9,False,0.0,1.88,0.878,24.88
RIDE_001089,5.43,26.1,13:36,High,Rain,Low,Economy,City_Center,Transport_Hub,False,1,16,8,False,0.0,1.15,1.078,30.61
RIDE_001090,3.56,20.2,11:04,High,Rain,Normal,Economy,City_Center,Suburb,False,2,8,10,False,0.0,1.71,1.033,33.46
RIDE_001091,3.5,10.7,10:28,Low,Clear,Normal,Economy,City_Center,Airport,False,3,6,6,False,2.22,1.07,0.969,16.92
RIDE_001092,15.56,90.2,11:53,High,Rain,Normal,SUV,City_Center,Transport_Hub,False,1,22,9,False,5.54,1.41,0.975,111.33
RIDE_001093,5.77,17.3,03:53,Low,Clear,High,Economy,Airport,City_Center,True,4,27,6,False,6.1,2.41,0.862,66.28
RIDE_001094,10.5,32.2,03:54,Low,Clear,High,Premium,City_Center,Transport_Hub,True,2,4,7,False,4.8,2.12,1.241,114.84
RIDE_001095,4.87,15.6,13:47,Low,Clear,High,Economy,Airport,City_Center,False,5,20,9,True,6.95,2.33,0.961,68.42
RIDE_001096,1.39,6.4,19:41,High,Clear,High,Premium,Suburb,Suburb,False,1,4,7,False,0.0,2.09,0.95,24.39
RIDE_001097,5.44,23.7,12:46,Medium,Clear,Low,Economy,Airport,City_Center,False,5,15,9,False,3.97,1.0,1.084,35.21
RIDE_001098,5.73,19.0,02:20,Low,Clear,High,Economy,City_Center,Suburb,False,1,1,10,True,0.0,2.28,1.134,55.83
RIDE_001099,20.48,66.8,22:57,Low,Clear,Normal,Economy,Suburb,Suburb,False,2,3,6,False,2.43,1.31,0.896,82.22
RIDE_001100,3.8,21.4,18:54,High,Rain,High,Economy,Suburb,City_Center,False,1,20,6,False,1.74,2.82,0.862,52.6
RIDE_001101,7.06,30.9,04:57,Medium,Rain,Low,Economy,City_Center,Airport,False,1,41,6,False,0.0,1.16,1.223,41.91
RIDE_001102,4.96,22.2,05:02,Medium,Clear,Normal,Economy,City_Center,Suburb,False,1,14,8,False,0.0,1.35,0.868,25.83
RIDE_001103,2.94,10.6,06:26,Medium,Clear,Normal,SUV,Transport_Hub,City_Center,False,2,7,10,False,3.3,1.27,1.112,28.26
RIDE_001104,4.65,18.6,14:38,Medium,Clear,Normal,Economy,City_Center,City_Center,False,2,44,6,True,0.0,1.77,1.243,43.51
RIDE_001105,8.04,34.9,12:13,Medium,Clear,High,SUV,City_Center,Transport_Hub,False,4,5,6,True,0.0,3.0,0.985,107.89
RIDE_001106,13.17,44.0,23:21,Low,Clear,High,Economy,Airport,Airport,True,2,8,2,False,4.03,2.08,1.143,129.06
RIDE_001107,6.8,32.4,15:46,High,Rain,High,SUV,Airport,Suburb,False,1,18,1,True,5.14,3.0,0.934,122.0
RIDE_001108,4.46,23.3,19:44,High,Clear,High,Economy,City_Center,Suburb,False,1,13,8,False,3.32,2.49,0.923,57.82
RIDE_001109,4.81,25.6,19:20,High,Fog,High,Economy,Airport,Transport_Hub,False,1,25,7,False,3.01,2.43,1.21,92.69
RIDE_001110,7.14,30.5,03:11,Medium,Clear,Low,Economy,Suburb,Airport,False,1,23,5,False,2.72,1.0,1.189,38.26
RIDE_001111,4.55,16.8,01:03,Medium,Rain,Low,Economy,Suburb,City_Center,False,2,3,7,False,0.0,1.17,1.21,26.51
RIDE_001112,6.44,19.3,14:05,Low,Clear,High,Economy,City_Center,City_Center,False,1,10,6,True,0.0,2.59,1.076,63.57
RIDE_001113,7.56,34.5,18:15,High,Snow,High,Economy,Suburb,City_Center,True,2,28,6,False,0.0,2.69,1.165,100.57
RIDE_001114,4.82,28.2,16:19,High,Rain,Normal,Accessible,Suburb,Suburb,False,2,20,4,False,0.0,1.44,1.075,39.21
RIDE_001115,9.4,35.6,23:04,Medium,Rain,Low,Economy,Suburb,Airport,False,2,4,7,False,0.0,1.11,1.051,41.3
RIDE_001116,7.51,38.4,03:11,High,Rain,Low,Premium,Suburb,Suburb,False,4,29,2,False,2.91,1.23,0.902,44.79
RIDE_001117,4.69,19.3,04:07,Medium,Clear,Normal,Premium,City_Center,Suburb,False,4,10,6,False,0.0,1.2,1.074,30.53
RIDE_001118,16.37,94.1,16:54,High,Snow,High,Economy,City_Center,City_Center,True,1,4,10,False,5.59,3.0,1.113,269.44
RIDE_001119,3.24,15.8,18:33,High,Clear,High,Economy,Transport_Hub,Suburb,False,1,9,5,False,3.14,2.45,1.12,53.23
RIDE_001120,8.49,29.1,00:20,Low,Clear,Low,Economy,Suburb,Suburb,False,1,57,2,False,0.0,1.0,0.94,28.94
RIDE_001121,6.66,38.6,04:06,High,Snow,High,Economy,City_Center,Airport,False,1,0,6,True,0.0,3.0,1.169,114.99
RIDE_001122,9.83,57.5,18:47,High,Clear,High,Premium,City_Center,Airport,False,2,13,8,False,0.0,1.91,1.161,111.97
RIDE_001123,4.03,18.1,19:26,High,Clear,High,SUV,Airport,Suburb,False,1,3,6,False,3.08,1.74,1.185,62.22
RIDE_001124,4.66,21.8,18:25,High,Clear,Normal,SUV,Suburb,Suburb,False,1,2,7,False,0.0,1.27,0.899,28.42
RIDE_001125,3.65,16.8,19:55,High,Clear,High,SUV,Suburb,Suburb,False,2,13,3,False,0.0,1.83,1.063,40.61
RIDE_001126,4.33,20.6,22:35,High,Rain,Low,Economy,Airport,Suburb,False,1,27,7,False,3.67,1.26,1.155,42.15
RIDE_001127,9.75,53.8,20:13,High,Snow,Normal,Premium,City_Center,Transport_Hub,False,1,18,9,False,0.0,1.47,1.094,78.04
RIDE_001128,9.57,56.2,07:57,High,Clear,High,Premium,City_Center,Suburb,False,4,6,6,False,0.0,1.92,1.051,99.8
RIDE_001129,5.38,16.7,03:08,Low,Clear,Normal,SUV,Suburb,City_Center,False,3,6,10,False,0.0,1.49,0.963,33.6
RIDE_001130,15.16,77.0,22:30,High,Snow,Normal,Economy,Transport_Hub,Suburb,False,3,1,1,False,7.58,1.56,1.019,114.96
RIDE_001131,3.55,21.0,19:42,High,Rain,High,Economy,Airport,Suburb,False,2,4,2,False,4.59,2.65,0.973,74.56
RIDE_001132,3.31,10.0,01:43,Low,Clear,Low,Premium,City_Center,City_Center,False,3,5,8,False,1.07,1.0,0.942,16.99
RIDE_001133,6.06,27.0,11:28,Medium,Rain,Normal,Premium,City_Center,Transport_Hub,False,2,18,8,False,0.0,1.53,0.933,42.24
RIDE_001134,5.93,23.7,13:54,Medium,Clear,High,Accessible,City_Center,Transport_Hub,False,2,10,10,False,0.0,1.91,1.037,49.01
RIDE_001135,7.53,30.5,03:43,Medium,Clear,Normal,Economy,City_Center,City_Center,False,1,16,9,False,3.77,1.02,0.951,32.8
RIDE_001136,10.71,55.5,08:09,High,Rain,High,Economy,Suburb,City_Center,False,1,6,10,False,5.96,1.88,1.126,112.78
RIDE_001137,7.92,30.8,10:34,Medium,Clear,High,Premium,City_Center,Suburb,False,3,5,9,False,0.0,2.35,1.182,95.22
RIDE_001138,9.98,41.9,13:42,Medium,Rain,Normal,Economy,Transport_Hub,Transport_Hub,False,2,1,3,False,0.0,1.25,0.95,46.81
RIDE_001139,8.18,47.3,09:15,High,Rain,Normal,Economy,Suburb,Suburb,False,1,22,7,False,0.0,1.93,1.225,93.2
RIDE_001140,3.61,13.3,20:49,Medium,Rain,High,Economy,City_Center,Transport_Hub,True,2,15,10,False,2.1,2.86,0.864,43.65
RIDE_001141,4.12,16.3,01:49,Medium,Clear,Low,Premium,Airport,Airport,False,1,2,2,False,7.43,1.0,0.967,32.65
RIDE_001142,21.33,101.2,19:03,High,Rain,High,Economy,Suburb,Suburb,False,1,9,6,False,6.31,2.01,0.939,174.4
RIDE_001143,10.31,54.7,16:44,High,Snow,High,SUV,City_Center,City_Center,False,2,17,6,False,7.79,2.73,1.236,194.38
RIDE_001144,5.94,22.2,10:14,Medium,Rain,High,SUV,Suburb,Airport,False,4,27,1,False,2.72,2.31,1.049,72.04
RIDE_001145,7.19,31.8,12:12,Medium,Clear,Normal,Economy,Suburb,Airport,False,3,13,3,False,0.0,1.43,0.887,38.29
RIDE_001146,9.95,36.5,21:08,Medium,Clear,High,Economy,City_Center,Transport_Hub,False,2,15,10,False,0.0,1.64,1.045,62.85
RIDE_001147,4.4,14.0,15:25,Low,Clear,High,Accessible,Suburb,City_Center,False,1,1,8,False,0.0,1.65,0.997,28.95
RIDE_001148,4.82,23.7,09:04,High,Clear,High,Economy,City_Center,City_Center,False,2,13,9,False,3.49,2.23,1.145,66.57
RIDE_001149,9.38,34.5,22:31,Medium,Clear,Low,Premium,Airport,Airport,False,1,11,1,False,5.47,1.0,1.067,52.06
RIDE_001150,6.75,35.3,07:07,High,Clear,High,Economy,Airport,Transport_Hub,False,1,47,7,True,5.63,2.77,0.921,106.91
RIDE_001151,7.41,39.2,21:19,High,Rain,Normal,Economy,City_Center,City_Center,False,2,21,8,False,0.0,1.28,1.177,51.55
RIDE_001152,12.95,50.7,12:40,Medium,Snow,Normal,Economy,City_Center,Suburb,False,2,7,9,False,4.68,1.38,1.18,86.23
RIDE_001153,2.72,9.4,15:25,Low,Clear,High,Accessible,City_Center,Suburb,False,2,5,7,True,0.0,2.77,1.052,37.24
RIDE_001154,20.59,77.3,22:21,Medium,Snow,Low,Premium,City_Center,Airport,False,4,6,8,False,4.25,1.24,1.175,117.7
RIDE_001155,6.28,29.2,17:47,High,Rain,High,Economy,Airport,City_Center,False,1,17,7,True,6.45,2.43,0.95,89.96
RIDE_001156,3.53,20.1,09:19,High,Snow,High,Economy,Suburb,Transport_Hub,False,2,69,5,False,0.0,2.31,1.084,47.19
RIDE_001157,4.69,17.1,00:03,Medium,Clear,Normal,Accessible,Transport_Hub,Suburb,False,4,8,4,False,1.83,1.32,1.121,31.69
RIDE_001158,8.66,36.4,14:16,Medium,Clear,Normal,Economy,City_Center,Transport_Hub,False,1,5,7,False,0.0,1.16,1.101,44.3
RIDE_001159,6.36,32.4,20:03,High,Clear,High,SUV,Suburb,Transport_Hub,False,1,6,7,False,0.0,2.05,1.229,82.49
RIDE_001160,13.51,76.7,15:54,High,Snow,High,Premium,City_Center,Suburb,False,2,10,10,True,4.98,3.0,0.939,198.87
RIDE_001161,6.83,34.9,03:06,High,Snow,Low,Economy,Airport,Transport_Hub,False,4,16,3,False,2.11,1.17,0.912,40.87
RIDE_001162,7.49,42.4,04:34,High,Clear,Normal,Economy,City_Center,City_Center,False,1,3,6,False,3.44,1.31,1.058,54.57
RIDE_001163,5.86,30.8,03:20,High,Clear,Normal,SUV,City_Center,City_Center,False,3,2,8,False,0.0,1.21,0.907,34.23
RIDE_001164,7.61,44.7,09:53,High,Clear,High,SUV,Airport,Suburb,True,1,6,4,False,6.02,2.2,0.864,98.43
RIDE_001165,3.34,14.3,10:31,Medium,Clear,High,Economy,Suburb,City_Center,False,1,34,10,True,0.0,2.51,1.134,44.57
RIDE_001166,5.86,21.8,05:34,Medium,Clear,High,SUV,City_Center,Transport_Hub,True,1,33,6,False,0.0,1.63,0.957,41.63
RIDE_001167,8.63,45.1,01:55,High,Clear,Normal,Premium,Suburb,Suburb,False,6,30,2,False,0.0,1.01,1.065,45.71
RIDE_001168,8.82,36.1,15:38,Medium,Clear,Normal,Accessible,Suburb,Suburb,False,1,1,5,False,2.14,1.2,1.237,55.55
RIDE_001169,10.13,29.6,15:55,Low,Clear,High,Economy,City_Center,Airport,False,1,14,7,False,3.83,1.83,0.879,60.04
RIDE_001170,3.65,15.3,06:11,Medium,Clear,High,Economy,City_Center,Transport_Hub,False,3,21,9,True,2.43,2.95,1.033,58.07
RIDE_001171,7.76,43.5,08:47,High,Clear,High,Premium,City_Center,City_Center,True,1,2,9,False,0.0,1.91,0.944,72.82
RIDE_001172,6.7,20.5,06:18,Low,Clear,High,Economy,City_Center,Suburb,False,1,8,8,False,0.0,2.12,0.916,46.22
RIDE_001173,15.22,90.7,08:39,High,Rain,High,Economy,Suburb,Airport,True,1,8,3,False,5.38,2.76,0.876,186.31
RIDE_001174,12.17,34.4,20:14,Low,Clear,High,Economy,City_Center,City_Center,False,4,12,10,False,4.47,1.8,1.197,93.56
RIDE_001175,10.4,59.9,19:30,High,Clear,High,Economy,Transport_Hub,Suburb,False,1,5,3,False,3.64,2.24,1.092,128.88
RIDE_001176,6.38,23.3,13:14,Medium,Clear,Normal,Premium,City_Center,Airport,False,2,3,6,True,0.0,1.34,1.083,40.95
RIDE_001177,9.87,57.8,08:46,High,Fog,High,SUV,City_Center,Transport_Hub,False,3,0,6,False,0.0,1.81,0.956,87.74
RIDE_001178,8.55,36.1,06:43,Medium,Rain,Normal,Economy,City_Center,Suburb,False,3,22,6,False,0.0,1.33,0.922,42.15
RIDE_001179,5.32,24.7,07:40,High,Clear,High,Economy,City_Center,Airport,False,1,40,8,False,0.0,1.64,1.151,44.98
RIDE_001180,9.34,49.7,03:13,High,Rain,High,Economy,City_Center,Transport_Hub,True,2,13,8,False,0.0,2.67,0.968,109.48
RIDE_001181,7.06,41.9,18:46,High,Clear,High,Economy,City_Center,Transport_Hub,False,2,5,8,False,0.0,1.79,0.902,56.57
RIDE_001182,7.59,28.2,10:44,Medium,Rain,Normal,SUV,Suburb,Transport_Hub,False,4,10,2,False,3.26,1.32,1.234,58.22
RIDE_001183,6.92,41.2,19:28,High,Clear,High,SUV,City_Center,Airport,False,2,3,7,False,0.0,1.66,0.963,60.71
RIDE_001184,6.15,30.9,15:39,High,Rain,Normal,Economy,Transport_Hub,City_Center,False,6,27,7,False,0.0,1.58,0.91,40.51
RIDE_001185,4.72,14.0,02:23,Low,Clear,Normal,Economy,City_Center,City_Center,False,1,1,6,False,0.0,1.14,1.216,24.37
RIDE_001186,4.07,14.2,00:14,Low,Clear,Low,Economy,Suburb,Transport_Hub,False,2,7,7,False,0.0,1.0,1.147,19.16
RIDE_001187,7.45,41.6,02:57,High,Clear,Low,Economy,Suburb,Airport,False,2,45,1,False,3.2,1.0,0.974,37.67
RIDE_001188,7.47,41.8,16:00,High,Rain,Low,Economy,Airport,Airport,False,2,23,5,False,5.64,1.26,0.97,56.52
RIDE_001189,7.33,21.9,03:10,Low,Clear,Low,Economy,City_Center,Transport_Hub,False,4,26,6,False,0.0,1.0,0.97,24.68
RIDE_001190,2.9,14.8,17:14,High,Clear,High,Economy,City_Center,City_Center,False,2,0,8,False,0.0,2.22,1.114,37.71
RIDE_001191,7.82,26.2,03:08,Low,Clear,Low,Economy,Airport,Airport,False,5,6,3,False,3.91,1.0,0.858,31.95
RIDE_001192,12.78,42.8,15:16,Low,Clear,Normal,SUV,Transport_Hub,Transport_Hub,False,2,46,6,False,6.68,1.48,1.145,91.93
RIDE_001193,3.52,16.5,20:36,High,Snow,Low,SUV,Airport,City_Center,False,2,2,7,False,4.19,1.27,0.918,34.65
RIDE_001194,9.76,45.3,09:52,High,Clear,Normal,SUV,Suburb,Airport,True,5,3,2,False,0.0,1.32,1.097,64.13
RIDE_001195,7.44,29.2,20:58,Medium,Clear,High,Economy,Suburb,Suburb,False,2,10,4,False,3.57,2.21,1.177,85.4
