Trip_Distance_km,Est_Duration_min,Traffic_Level,Demand_Level,Is_Holiday,Passenger_Count,Booking_Lead_Time_min,Route_Complexity_Score,Nearby_Major_Event,Toll_Fees,Surge_Multiplier,Fuel_Price_Index,Final_Ride_Price,Hour,Weather_Condition_Fog,Weather_Condition_Rain,Weather_Condition_Snow,Vehicle_Type_Economy,Vehicle_Type_Premium,Vehicle_Type_SUV,Pickup_Location_Type_City_Center,Pickup_Location_Type_Suburb,Pickup_Location_Type_Transport_Hub,Dropoff_Location_Type_City_Center,Dropoff_Location_Type_Suburb,Dropoff_Location_Type_Transport_Hub
7.06,26.8,1,1,0,1,34,2,0,6.16,1.4,1.109,60.78,4,False,False,False,False,False,False,False,False,False,False,True,False
7.16,26.3,1,1,0,2,2,8,0,0.0,1.14,1.244,43.81,13,False,False,False,False,False,True,True,False,False,False,False,True
6.86,30.4,1,1,0,1,14,8,0,0.0,1.46,0.984,41.65,15,False,False,False,True,False,False,True,False,False,False,False,True
4.51,26.6,2,0,0,1,27,5,0,0.0,1.16,0.909,24.85,22,False,True,False,True,False,False,False,True,False,False,False,False
6.25,17.2,0,0,0,1,3,3,0,1.82,1.0,0.917,21.36,6,False,False,False,True,False,False,False,True,False,False,False,False
8.92,45.4,2,1,0,2,21,7,0,0.0,1.35,1.167,63.14,14,False,False,True,False,False,False,True,False,False,False,False,True
5.17,21.4,1,1,0,1,39,4,0,0.0,1.12,0.921,22.65,20,False,False,False,True,False,False,False,True,False,False,False,True
7.45,39.6,2,2,0,2,27,8,0,0.0,2.33,1.088,87.4,6,False,False,False,True,False,False,False,True,False,True,False,False
6.03,32.9,2,2,0,2,13,2,0,0.0,2.14,0.983,60.99,9,False,False,False,True,False,False,False,True,False,False,True,False
9.2,49.0,2,0,0,1,4,3,0,0.0,1.0,0.902,40.86,22,False,False,False,False,True,False,False,True,False,False,False,True
8.83,38.0,1,1,0,1,23,9,0,0.0,1.03,1.136,41.82,16,False,False,False,True,False,False,True,False,False,False,False,False
3.2,14.4,1,2,1,2,8,8,0,0.0,2.15,1.076,43.95,10,False,False,False,False,False,True,False,True,False,True,False,False
3.75,13.7,1,1,0,4,63,7,0,0.0,1.32,0.95,24.42,1,False,False,False,False,False,True,False,True,False,False,False,True
5.3,27.5,2,1,0,5,5,5,0,3.18,1.3,1.152,49.99,4,False,False,False,True,False,False,False,False,False,False,False,False
8.84,50.9,2,1,1,2,14,1,0,0.0,1.81,1.17,96.8,22,False,False,True,False,True,False,False,True,False,False,False,False
7.69,23.2,0,1,0,2,12,5,0,2.87,1.44,0.863,47.23,0,False,False,False,False,False,True,False,False,False,False,False,False
9.23,26.9,0,0,0,1,5,9,0,0.0,1.0,1.079,33.23,10,True,False,False,True,False,False,True,False,False,False,False,False
11.46,65.2,2,2,0,3,45,10,1,5.81,2.88,1.016,133.71375,14,False,True,False,True,False,False,False,False,True,True,False,False
9.47,44.9,2,1,0,1,7,10,1,0.0,1.95,0.901,70.55,22,True,False,False,True,False,False,True,False,False,False,False,False
2.88,11.8,1,0,0,2,19,6,0,2.53,1.19,1.09,21.08,1,False,False,True,True,False,False,True,False,False,False,False,True
8.25,23.9,0,2,1,1,25,4,0,0.0,1.59,0.873,43.48,23,False,False,False,False,True,False,False,False,True,False,True,False
6.75,34.2,2,1,0,1,2,3,0,6.33,1.59,1.082,73.21,20,False,True,False,False,False,False,False,False,False,False,False,False
10.31,59.8,2,2,0,1,29,6,0,6.85,2.29,0.885,120.01,13,False,False,True,False,False,True,True,False,False,False,False,False
3.88,12.7,0,0,0,1,5,7,0,0.0,1.0,1.054,16.52,11,False,False,False,True,False,False,True,False,False,False,True,False
8.46,35.6,1,2,0,3,29,8,1,0.0,3.0,1.089,122.48,10,False,False,True,False,False,True,True,False,False,False,False,False
1.89,8.6,2,2,0,2,15,4,0,0.0,2.39,1.047,35.37,9,False,False,False,False,True,False,False,True,False,False,False,True
10.94,30.3,0,1,0,1,17,9,0,6.25,1.14,0.989,46.58,2,False,False,False,True,False,False,True,False,False,False,True,False
4.8,14.9,0,1,1,1,30,6,0,2.94,1.1,0.912,21.16,0,False,False,False,True,False,False,False,True,False,True,False,False
3.61,14.0,1,1,0,1,14,9,0,2.12,1.18,0.85,18.09,15,True,False,False,True,False,False,True,False,False,True,False,False
7.21,21.5,0,1,0,2,27,8,0,0.0,1.34,1.015,34.09,23,False,False,False,True,False,False,True,False,False,True,False,False
11.99,63.9,2,2,0,2,18,8,1,2.96,2.15,1.075,133.71375,20,False,False,False,False,True,False,True,False,False,True,False,False
4.18,11.8,0,1,0,1,31,10,0,1.13,1.03,1.148,19.86,10,False,False,False,True,False,False,True,False,False,False,True,False
3.25,9.2,0,0,0,2,57,6,0,3.05,1.0,1.075,17.23,15,False,False,False,True,False,False,False,True,False,True,False,False
3.05,14.0,2,2,1,2,26,9,0,0.0,1.88,0.878,24.88,8,False,False,True,True,False,False,True,False,False,False,False,True
5.43,26.1,2,0,0,1,16,8,0,0.0,1.15,1.078,30.61,13,False,True,False,True,False,False,True,False,False,False,False,True
3.56,20.2,2,1,0,2,8,10,0,0.0,1.71,1.033,33.46,11,False,True,False,True,False,False,True,False,False,False,True,False
3.5,10.7,0,1,0,3,6,6,0,2.22,1.07,0.969,16.92,10,False,False,False,True,False,False,True,False,False,False,False,False
15.56,90.2,2,1,0,1,22,9,0,5.54,1.41,0.975,111.33,11,False,True,False,False,False,True,True,False,False,False,False,True
5.77,17.3,0,2,1,4,27,6,0,6.1,2.41,0.862,66.28,3,False,False,False,True,False,False,False,False,False,True,False,False
10.5,32.2,0,2,1,2,4,7,0,4.8,2.12,1.241,114.84,3,False,False,False,False,True,False,True,False,False,False,False,True
4.87,15.6,0,2,0,5,20,9,1,6.95,2.33,0.961,68.42,13,False,False,False,True,False,False,False,False,False,True,False,False
1.39,6.4,2,2,0,1,4,7,0,0.0,2.09,0.95,24.39,19,False,False,False,False,True,False,False,True,False,False,True,False
5.44,23.7,1,0,0,5,15,9,0,3.97,1.0,1.084,35.21,12,False,False,False,True,False,False,False,False,False,True,False,False
5.73,19.0,0,2,0,1,1,10,1,0.0,2.28,1.134,55.83,2,False,False,False,True,False,False,True,False,False,False,True,False
20.48,66.8,0,1,0,2,3,6,0,2.43,1.31,0.896,82.22,22,False,False,False,True,False,False,False,True,False,False,True,False
3.8,21.4,2,2,0,1,20,6,0,1.74,2.82,0.862,52.6,18,False,True,False,True,False,False,False,True,False,True,False,False
7.06,30.9,1,0,0,1,41,6,0,0.0,1.16,1.223,41.91,4,False,True,False,True,False,False,True,False,False,False,False,False
4.96,22.2,1,1,0,1,14,8,0,0.0,1.35,0.868,25.83,5,False,False,False,True,False,False,True,False,False,False,True,False
2.94,10.6,1,1,0,2,7,10,0,3.3,1.27,1.112,28.26,6,False,False,False,False,False,True,False,False,True,True,False,False
4.65,18.6,1,1,0,2,44,6,1,0.0,1.77,1.243,43.51,14,False,False,False,True,False,False,True,False,False,True,False,False
8.04,34.9,1,2,0,4,5,6,1,0.0,3.0,0.985,107.89,12,False,False,False,False,False,True,True,False,False,False,False,True
13.17,44.0,0,2,1,2,8,2,0,4.03,2.08,1.143,129.06,23,False,False,False,True,False,False,False,False,False,False,False,False
6.8,32.4,2,2,0,1,18,1,1,5.14,3.0,0.934,122.0,15,False,True,False,False,False,True,False,False,False,False,True,False
4.46,23.3,2,2,0,1,13,8,0,3.32,2.49,0.923,57.82,19,False,False,False,True,False,False,True,False,False,False,True,False
4.81,25.6,2,2,0,1,25,7,0,3.01,2.43,1.21,92.69,19,True,False,False,True,False,False,False,False,False,False,False,True
7.14,30.5,1,0,0,1,23,5,0,2.72,1.0,1.189,38.26,3,False,False,False,True,False,False,False,True,False,False,False,False
4.55,16.8,1,0,0,2,3,7,0,0.0,1.17,1.21,26.51,1,False,True,False,True,False,False,False,True,False,True,False,False
6.44,19.3,0,2,0,1,10,6,1,0.0,2.59,1.076,63.57,14,False,False,False,True,False,False,True,False,False,True,False,False
7.56,34.5,2,2,1,2,28,6,0,0.0,2.69,1.165,100.57,18,False,False,True,True,False,False,False,True,False,True,False,False
4.82,28.2,2,1,0,2,20,4,0,0.0,1.44,1.075,39.21,16,False,True,False,False,False,False,False,True,False,False,True,False
9.4,35.6,1,0,0,2,4,7,0,0.0,1.11,1.051,41.3,23,False,True,False,True,False,False,False,True,False,False,False,False
7.51,38.4,2,0,0,4,29,2,0,2.91,1.23,0.902,44.79,3,False,True,False,False,True,False,False,True,False,False,True,False
4.69,19.3,1,1,0,4,10,6,0,0.0,1.2,1.074,30.53,4,False,False,False,False,True,False,True,False,False,False,True,False
16.37,94.1,2,2,1,1,4,10,0,5.59,3.0,1.113,133.71375,16,False,False,True,True,False,False,True,False,False,True,False,False
3.24,15.8,2,2,0,1,9,5,0,3.14,2.45,1.12,53.23,18,False,False,False,True,False,False,False,False,True,False,True,False
8.49,29.1,0,0,0,1,57,2,0,0.0,1.0,0.94,28.94,0,False,False,False,True,False,False,False,True,False,False,True,False
6.66,38.6,2,2,0,1,0,6,1,0.0,3.0,1.169,114.99,4,False,False,True,True,False,False,True,False,False,False,False,False
9.83,57.5,2,2,0,2,13,8,0,0.0,1.91,1.161,111.97,18,False,False,False,False,True,False,True,False,False,False,False,False
4.03,18.1,2,2,0,1,3,6,0,3.08,1.74,1.185,62.22,19,False,False,False,False,False,True,False,False,False,False,True,False
4.66,21.8,2,1,0,1,2,7,0,0.0,1.27,0.899,28.42,18,False,False,False,False,False,True,False,True,False,False,True,False
3.65,16.8,2,2,0,2,13,3,0,0.0,1.83,1.063,40.61,19,False,False,False,False,False,True,False,True,False,False,True,False
4.33,20.6,2,0,0,1,27,7,0,3.67,1.26,1.155,42.15,22,False,True,False,True,False,False,False,False,False,False,True,False
9.75,53.8,2,1,0,1,18,9,0,0.0,1.47,1.094,78.04,20,False,False,True,False,True,False,True,False,False,False,False,True
9.57,56.2,2,2,0,4,6,6,0,0.0,1.92,1.051,99.8,7,False,False,False,False,True,False,True,False,False,False,True,False
5.38,16.7,0,1,0,3,6,10,0,0.0,1.49,0.963,33.6,3,False,False,False,False,False,True,False,True,False,True,False,False
15.16,77.0,2,1,0,3,1,1,0,7.58,1.56,1.019,114.96,22,False,False,True,True,False,False,False,False,True,False,True,False
3.55,21.0,2,2,0,2,4,2,0,4.59,2.65,0.973,74.56,19,False,True,False,True,False,False,False,False,False,False,True,False
3.31,10.0,0,0,0,3,5,8,0,1.07,1.0,0.942,16.99,1,False,False,False,False,True,False,True,False,False,True,False,False
6.06,27.0,1,1,0,2,18,8,0,0.0,1.53,0.933,42.24,11,False,True,False,False,True,False,True,False,False,False,False,True
5.93,23.7,1,2,0,2,10,10,0,0.0,1.91,1.037,49.01,13,False,False,False,False,False,False,True,False,False,False,False,True
7.53,30.5,1,1,0,1,16,9,0,3.77,1.02,0.951,32.8,3,False,False,False,True,False,False,True,False,False,True,False,False
10.71,55.5,2,2,0,1,6,10,0,5.96,1.88,1.126,112.78,8,False,True,False,True,False,False,False,True,False,True,False,False
7.92,30.8,1,2,0,3,5,9,0,0.0,2.35,1.182,95.22,10,False,False,False,False,True,False,True,False,False,False,True,False
9.98,41.9,1,1,0,2,1,3,0,0.0,1.25,0.95,46.81,13,False,True,False,True,False,False,False,False,True,False,False,True
8.18,47.3,2,1,0,1,22,7,0,0.0,1.93,1.225,93.2,9,False,True,False,True,False,False,False,True,False,False,True,False
3.61,13.3,1,2,1,2,15,10,0,2.1,2.86,0.864,43.65,20,False,True,False,True,False,False,True,False,False,False,False,True
4.12,16.3,1,0,0,1,2,2,0,7.43,1.0,0.967,32.65,1,False,False,False,False,True,False,False,False,False,False,False,False
21.33,101.2,2,2,0,1,9,6,0,6.31,2.01,0.939,133.71375,19,False,True,False,True,False,False,False,True,False,False,True,False
10.31,54.7,2,2,0,2,17,6,0,7.79,2.73,1.236,133.71375,16,False,False,True,False,False,True,True,False,False,True,False,False
5.94,22.2,1,2,0,4,27,1,0,2.72,2.31,1.049,72.04,10,False,True,False,False,False,True,False,True,False,False,False,False
7.19,31.8,1,1,0,3,13,3,0,0.0,1.43,0.887,38.29,12,False,False,False,True,False,False,False,True,False,False,False,False
9.95,36.5,1,2,0,2,15,10,0,0.0,1.64,1.045,62.85,21,False,False,False,True,False,False,True,False,False,False,False,True
4.4,14.0,0,2,0,1,1,8,0,0.0,1.65,0.997,28.95,15,False,False,False,False,False,False,False,True,False,True,False,False
4.82,23.7,2,2,0,2,13,9,0,3.49,2.23,1.145,66.57,9,False,False,False,True,False,False,True,False,False,True,False,False
9.38,34.5,1,0,0,1,11,1,0,5.47,1.0,1.067,52.06,22,False,False,False,False,True,False,False,False,False,False,False,False
6.75,35.3,2,2,0,1,47,7,1,5.63,2.77,0.921,106.91,7,False,False,False,True,False,False,False,False,False,False,False,True
7.41,39.2,2,1,0,2,21,8,0,0.0,1.28,1.177,51.55,21,False,True,False,True,False,False,True,False,False,True,False,False
12.95,50.7,1,1,0,2,7,9,0,4.68,1.38,1.18,86.23,12,False,False,True,True,False,False,True,False,False,False,True,False
2.72,9.4,0,2,0,2,5,7,1,0.0,2.77,1.052,37.24,15,False,False,False,False,False,False,True,False,False,False,True,False
20.59,77.3,1,0,0,4,6,8,0,4.25,1.24,1.175,117.7,22,False,False,True,False,True,False,True,False,False,False,False,False
6.28,29.2,2,2,0,1,17,7,1,6.45,2.43,0.95,89.96,17,False,True,False,True,False,False,False,False,False,True,False,False
3.53,20.1,2,2,0,2,69,5,0,0.0,2.31,1.084,47.19,9,False,False,True,True,False,False,False,True,False,False,False,True
4.69,17.1,1,1,0,4,8,4,0,1.83,1.32,1.121,31.69,0,False,False,False,False,False,False,False,False,True,False,True,False
8.66,36.4,1,1,0,1,5,7,0,0.0,1.16,1.101,44.3,14,False,False,False,True,False,False,True,False,False,False,False,True
6.36,32.4,2,2,0,1,6,7,0,0.0,2.05,1.229,82.49,20,False,False,False,False,False,True,False,True,False,False,False,True
13.51,76.7,2,2,0,2,10,10,1,4.98,3.0,0.939,133.71375,15,False,False,True,False,True,False,True,False,False,False,True,False
6.83,34.9,2,0,0,4,16,3,0,2.11,1.17,0.912,40.87,3,False,False,True,True,False,False,False,False,False,False,False,True
7.49,42.4,2,1,0,1,3,6,0,3.44,1.31,1.058,54.57,4,False,False,False,True,False,False,True,False,False,True,False,False
5.86,30.8,2,1,0,3,2,8,0,0.0,1.21,0.907,34.23,3,False,False,False,False,False,True,True,False,False,True,False,False
7.61,44.7,2,2,1,1,6,4,0,6.02,2.2,0.864,98.43,9,False,False,False,False,False,True,False,False,False,False,True,False
3.34,14.3,1,2,0,1,34,10,1,0.0,2.51,1.134,44.57,10,False,False,False,True,False,False,False,True,False,True,False,False
5.86,21.8,1,2,1,1,33,6,0,0.0,1.63,0.957,41.63,5,False,False,False,False,False,True,True,False,False,False,False,True
8.63,45.1,2,1,0,6,30,2,0,0.0,1.01,1.065,45.71,1,False,False,False,False,True,False,False,True,False,False,True,False
8.82,36.1,1,1,0,1,1,5,0,2.14,1.2,1.237,55.55,15,False,False,False,False,False,False,False,True,False,False,True,False
10.13,29.6,0,2,0,1,14,7,0,3.83,1.83,0.879,60.04,15,False,False,False,True,False,False,True,False,False,False,False,False
3.65,15.3,1,2,0,3,21,9,1,2.43,2.95,1.033,58.07,6,False,False,False,True,False,False,True,False,False,False,False,True
7.76,43.5,2,2,1,1,2,9,0,0.0,1.91,0.944,72.82,8,False,False,False,False,True,False,True,False,False,True,False,False
6.7,20.5,0,2,0,1,8,8,0,0.0,2.12,0.916,46.22,6,False,False,False,True,False,False,True,False,False,False,True,False
15.22,90.7,2,2,1,1,8,3,0,5.38,2.76,0.876,133.71375,8,False,True,False,True,False,False,False,True,False,False,False,False
12.17,34.4,0,2,0,4,12,10,0,4.47,1.8,1.197,93.56,20,False,False,False,True,False,False,True,False,False,True,False,False
10.4,59.9,2,2,0,1,5,3,0,3.64,2.24,1.092,128.88,19,False,False,False,True,False,False,False,False,True,False,True,False
6.38,23.3,1,1,0,2,3,6,1,0.0,1.34,1.083,40.95,13,False,False,False,False,True,False,True,False,False,False,False,False
9.87,57.8,2,2,0,3,0,6,0,0.0,1.81,0.956,87.74,8,True,False,False,False,False,True,True,False,False,False,False,True
8.55,36.1,1,1,0,3,22,6,0,0.0,1.33,0.922,42.15,6,False,True,False,True,False,False,True,False,False,False,True,False
5.32,24.7,2,2,0,1,40,8,0,0.0,1.64,1.151,44.98,7,False,False,False,True,False,False,True,False,False,False,False,False
9.34,49.7,2,2,1,2,13,8,0,0.0,2.67,0.968,109.48,3,False,True,False,True,False,False,True,False,False,False,False,True
7.06,41.9,2,2,0,2,5,8,0,0.0,1.79,0.902,56.57,18,False,False,False,True,False,False,True,False,False,False,False,True
7.59,28.2,1,1,0,4,10,2,0,3.26,1.32,1.234,58.22,10,False,True,False,False,False,True,False,True,False,False,False,True
6.92,41.2,2,2,0,2,3,7,0,0.0,1.66,0.963,60.71,19,False,False,False,False,False,True,True,False,False,False,False,False
6.15,30.9,2,1,0,6,27,7,0,0.0,1.58,0.91,40.51,15,False,True,False,True,False,False,False,False,True,True,False,False
4.72,14.0,0,1,0,1,1,6,0,0.0,1.14,1.216,24.37,2,False,False,False,True,False,False,True,False,False,True,False,False
4.07,14.2,0,0,0,2,7,7,0,0.0,1.0,1.147,19.16,0,False,False,False,True,False,False,False,True,False,False,False,True
7.45,41.6,2,0,0,2,45,1,0,3.2,1.0,0.974,37.67,2,False,False,False,True,False,False,False,True,False,False,False,False
7.47,41.8,2,0,0,2,23,5,0,5.64,1.26,0.97,56.52,16,False,True,False,True,False,False,False,False,False,False,False,False
7.33,21.9,0,0,0,4,26,6,0,0.0,1.0,0.97,24.68,3,False,False,False,True,False,False,True,False,False,False,False,True
2.9,14.8,2,2,0,2,0,8,0,0.0,2.22,1.114,37.71,17,False,False,False,True,False,False,True,False,False,True,False,False
7.82,26.2,0,0,0,5,6,3,0,3.91,1.0,0.858,31.95,3,False,False,False,True,False,False,False,False,False,False,False,False
12.78,42.8,0,1,0,2,46,6,0,6.68,1.48,1.145,91.93,15,False,False,False,False,False,True,False,False,True,False,False,True
3.52,16.5,2,0,0,2,2,7,0,4.19,1.27,0.918,34.65,20,False,False,True,False,False,True,False,False,False,True,False,False
9.76,45.3,2,1,1,5,3,2,0,0.0,1.32,1.097,64.13,9,False,False,False,False,False,True,False,True,False,False,False,False
7.44,29.2,1,2,0,2,10,4,0,3.57,2.21,1.177,85.4,20,False,False,False,True,False,False,False,True,False,False,True,False
7.2,40.7,2,0,0,1,28,7,0,0.0,1.0,0.896,31.49,22,False,False,False,False,False,False,False,False,True,False,False,True
7.46,35.5,2,2,0,1,8,7,0,2.72,1.57,1.243,68.62,6,False,False,False,True,False,False,False,True,False,False,True,False
3.7,21.5,2,2,0,2,0,7,0,2.73,2.35,1.242,65.76,7,False,False,False,True,False,False,False,True,False,True,False,False
5.3,26.5,2,1,1,3,23,4,1,0.0,1.74,1.189,51.1,5,False,True,False,True,False,False,False,True,False,False,False,False
6.95,40.3,2,0,0,1,13,8,0,0.0,1.0,1.099,37.45,4,False,False,False,True,False,False,False,False,True,True,False,False
4.74,17.0,0,1,0,1,9,4,0,3.31,1.04,1.046,33.64,14,False,False,False,False,False,True,False,False,False,False,False,True
4.64,18.1,1,1,0,4,39,6,0,0.0,1.49,1.206,35.06,0,False,True,False,True,False,False,False,True,False,True,False,False
6.12,35.1,2,2,0,1,15,5,0,3.78,2.59,1.002,110.32,7,False,True,False,False,True,False,False,False,False,False,False,False
4.05,22.8,2,1,0,4,6,1,0,6.57,1.24,1.031,41.61,9,False,False,False,True,False,False,False,False,False,False,False,True
4.41,26.3,2,2,0,2,11,10,0,0.0,1.79,1.164,55.77,8,False,False,False,False,False,True,True,False,False,False,False,False
13.14,68.4,2,1,0,2,9,9,1,2.16,1.87,1.244,133.71375,21,False,True,False,False,False,False,True,False,False,False,False,True
4.86,25.9,2,2,0,1,38,10,1,0.0,2.77,1.127,85.04,19,False,False,False,False,True,False,True,False,False,True,False,False
2.4,12.3,2,2,0,1,15,10,0,0.0,2.12,1.061,29.8,17,False,True,False,True,False,False,True,False,False,True,False,False
2.86,16.6,2,1,0,1,27,3,0,0.0,1.6,1.089,28.04,3,False,False,True,True,False,False,False,True,False,False,False,False
5.08,13.7,0,2,0,2,6,2,1,5.65,2.2,1.249,78.64,1,False,False,False,True,False,False,False,False,False,False,True,False
4.67,19.6,1,0,0,1,5,8,0,0.0,1.0,1.006,23.95,22,False,False,False,False,True,False,True,False,False,False,False,False
11.07,54.7,2,2,0,1,40,4,1,2.18,3.0,0.906,133.71375,5,False,True,False,False,True,False,False,True,False,False,False,False
6.72,29.8,1,2,0,1,7,8,0,0.0,1.84,1.156,60.58,10,False,False,False,True,False,False,False,False,True,True,False,False
14.54,62.0,1,0,0,1,8,5,0,4.56,1.0,1.055,73.19,16,False,False,False,False,True,False,False,False,False,False,True,False
6.39,28.1,1,0,0,1,29,7,0,7.7,1.14,0.947,43.54,23,False,True,False,False,False,False,False,False,False,False,False,False
4.79,14.8,0,2,0,4,20,5,0,7.74,1.6,1.228,60.56,16,False,False,False,True,False,False,False,False,False,False,False,False
8.65,24.7,0,0,0,1,10,3,0,0.0,1.0,1.177,33.93,22,True,False,False,True,False,False,False,False,True,False,True,False
8.82,39.1,1,1,0,1,8,1,0,0.0,1.49,0.915,54.23,14,False,True,False,False,True,False,False,True,False,False,False,False
8.52,46.4,2,1,0,2,52,2,0,7.32,1.12,1.231,76.24,6,False,False,False,False,True,False,False,False,False,False,False,True
5.49,19.4,0,2,0,4,32,8,0,0.0,1.68,1.092,45.74,6,False,False,False,False,False,True,True,False,False,False,False,True
5.34,19.6,1,1,0,2,35,4,0,0.0,1.29,0.865,27.68,14,False,False,False,False,True,False,False,True,False,False,False,False
10.5,51.5,2,1,0,2,8,6,0,4.25,1.42,1.04,77.9,9,True,False,False,False,True,False,True,False,False,True,False,False
2.11,8.1,1,0,0,2,18,7,0,0.0,1.0,0.915,13.01,16,True,False,False,False,False,True,True,False,False,False,False,True
4.56,23.6,2,1,0,1,3,9,0,0.0,1.83,0.914,42.89,6,False,True,False,False,True,False,True,False,False,True,False,False
8.96,31.2,0,1,0,2,46,9,0,1.31,1.31,1.029,45.63,13,False,False,False,True,False,False,True,False,False,True,False,False
6.27,30.7,2,2,0,3,24,4,1,0.0,2.8,1.209,107.5,6,False,True,False,False,False,True,False,True,False,False,False,False
9.79,58.5,2,0,0,3,5,9,0,2.76,1.29,1.161,75.18,4,False,True,False,True,False,False,True,False,False,False,True,False
5.91,30.1,2,2,0,1,5,3,0,3.04,2.42,1.054,99.36,19,False,False,False,False,False,True,False,False,False,False,False,False
6.62,39.4,2,2,0,1,14,10,0,0.0,2.05,0.868,58.95,17,False,True,False,True,False,False,True,False,False,True,False,False
5.4,16.4,0,2,0,1,11,10,1,0.0,2.79,0.869,48.01,1,False,False,False,True,False,False,True,False,False,True,False,False
5.86,29.4,2,1,0,4,1,2,0,1.53,1.13,0.942,34.08,19,False,False,False,False,True,False,False,True,False,False,False,True
4.13,11.5,0,2,1,1,9,10,0,0.0,2.28,0.979,34.48,16,False,False,False,True,False,False,False,True,False,True,False,False
7.48,28.3,1,0,0,1,14,7,0,1.04,1.21,0.897,36.26,3,False,False,True,False,True,False,False,True,False,False,False,True
2.32,10.2,1,1,0,2,21,2,0,0.0,1.24,1.105,21.35,13,False,False,False,False,False,True,False,True,False,False,False,True
3.51,15.8,1,2,0,1,1,6,0,7.86,1.6,1.065,56.27,16,False,False,False,False,True,False,False,False,False,False,True,False
4.7,27.7,2,1,0,2,5,1,0,0.0,1.54,1.043,44.81,16,False,True,False,False,False,True,False,True,False,False,False,True
8.88,38.9,1,1,0,1,1,3,0,6.21,1.09,1.237,64.02,2,False,False,False,True,False,False,False,False,False,False,True,False
3.01,10.3,0,1,0,2,1,10,0,1.02,1.22,1.111,19.23,11,False,False,False,True,False,False,True,False,False,False,True,False
3.37,15.6,2,1,1,4,26,10,0,0.0,1.42,1.118,25.96,0,False,True,False,True,False,False,True,False,False,False,True,False
5.97,20.2,0,2,0,3,1,5,1,0.0,2.14,0.903,43.59,4,False,False,False,True,False,False,False,False,True,False,True,False
4.95,21.9,1,1,1,2,9,5,0,1.12,1.12,0.908,26.94,13,False,False,False,False,True,False,False,True,False,False,False,True
12.46,56.7,2,2,0,1,3,2,0,5.64,1.63,1.169,117.53,18,False,False,False,False,False,False,False,False,False,False,True,False
3.55,13.6,1,1,0,1,0,3,0,3.81,1.6,0.881,34.44,15,False,False,True,True,False,False,False,False,False,False,False,False
12.66,75.0,2,1,0,1,8,3,0,5.86,1.01,0.87,57.86,9,False,False,False,True,False,False,False,False,True,False,False,False
6.78,21.6,0,1,0,2,13,1,0,3.81,1.3,1.031,44.61,5,False,False,False,True,False,False,False,False,False,False,True,False
9.08,40.7,1,1,0,3,6,9,0,0.0,1.49,1.082,66.05,23,False,False,False,False,True,False,True,False,False,False,True,False
4.02,14.6,1,2,1,2,3,8,0,0.0,1.98,1.118,45.0,14,False,False,False,False,True,False,False,False,True,True,False,False
7.46,31.4,1,1,0,3,35,6,0,2.97,1.21,1.134,46.46,13,False,False,False,False,False,False,False,True,False,False,False,True
11.74,44.0,1,1,0,2,16,4,0,6.43,1.07,0.978,51.84,10,False,False,False,True,False,False,False,True,False,False,False,True
8.05,39.0,2,2,0,1,7,8,0,0.0,2.7,0.921,95.92,7,False,True,False,False,True,False,True,False,False,False,True,False
3.3,17.7,2,2,1,3,3,6,0,0.0,1.95,1.113,38.63,17,False,False,False,False,False,False,False,False,True,True,False,False
2.62,15.0,2,1,0,1,9,6,0,2.07,1.46,1.189,44.27,7,False,False,False,False,True,False,False,False,False,False,False,False
3.33,18.5,2,1,0,1,17,8,0,0.0,1.38,0.96,23.51,3,False,True,False,True,False,False,True,False,False,False,False,True
14.55,82.5,2,1,0,1,35,8,0,3.34,1.43,1.244,130.6,19,False,True,False,False,True,False,True,False,False,False,True,False
4.21,15.2,1,0,0,3,0,6,0,0.0,1.0,1.117,19.45,14,False,False,False,True,False,False,True,False,False,False,False,True
4.1,18.9,2,2,0,1,0,2,0,0.0,1.56,1.206,35.93,7,False,False,False,True,False,False,False,True,False,False,False,False
9.26,31.0,0,0,0,1,9,8,0,0.0,1.0,0.934,33.99,4,False,False,False,False,True,False,True,False,False,False,False,False
3.58,18.9,2,1,0,3,2,6,0,0.0,1.37,1.049,31.36,20,False,False,False,False,True,False,False,True,False,False,False,True
6.66,35.7,2,1,0,1,34,8,0,0.0,1.88,1.201,70.76,4,False,True,False,True,False,False,True,False,False,False,False,False
4.7,18.3,1,0,0,6,21,8,0,0.0,1.0,0.949,18.7,15,False,False,False,True,False,False,True,False,False,False,False,False
7.23,21.1,0,2,1,3,58,4,0,6.24,1.85,0.884,59.1,23,False,False,False,True,False,False,False,False,False,False,False,True
2.8,12.1,1,1,0,1,0,7,0,0.0,1.31,1.039,18.71,13,False,False,False,True,False,False,False,True,False,True,False,False
10.07,48.2,2,0,0,3,60,4,0,5.16,1.0,1.191,67.13,21,True,False,False,False,False,True,False,False,False,False,True,False
5.71,31.5,2,2,0,2,7,10,1,0.0,3.0,1.133,94.54,8,False,True,False,True,False,False,True,False,False,False,True,False
4.36,17.4,1,0,0,2,8,9,0,0.0,1.0,0.854,16.0,3,False,False,False,True,False,False,False,True,False,True,False,False
5.41,29.9,2,1,0,2,0,10,0,0.0,1.52,1.038,47.44,10,False,True,False,False,False,True,True,False,False,False,False,True
6.42,31.7,2,2,0,3,4,8,1,0.0,3.0,0.867,75.38,9,False,True,False,True,False,False,True,False,False,False,False,False
